Song-Name,Singer/Artists,Genre,Album/Movie,User-Rating
The Dirty Mashup,Multiple,BollywoodDance,Single,0.8800000000000001
Tu Koi Aur Hai,Unknown,BollywoodSad,Tamasha,0.95
Love Ka The End,Aditi Singh Sharma,Bollywood,Love Ka The End,0.97
Mene Lagan Lagi,Jaspinder Nirula,BollywoodSad,Dil Kya Kare,0.89
Teri Kasam Main Hoon,Vinod Rathod,BollywoodDance,Prem Granth,0.74
Chahe Zubaan,Sonu Nigam,BollywoodRomantic,Dil Hai Tumhaara,0.9199999999999999
Mujhe Tu Jo Mila,Aaman Trikha,BollywoodRomantic,Khel To Abb Shuru Hoga,0.86
Tu Roop Ki Rani Main Choron Ka Raja,"Lata Mangeshkar, Talat Mahmood",BollywoodDance,Roop Ki Rani Choron Ka Raja,0.8800000000000001
Fake Ishq,"Altamash Faridi, Kailash Kher, Nakash Aziz",BollywoodSad,Housefull 3,0.9
Harry Is Not Bhramchari,"Ishq Bector, Jazzy B",BollywoodDance,Shaadi Ke Side Effects,0.9099999999999999
Din Sara Guzara Tore Angana,"Lata Mangeshkar, Mohammed Rafi",BollywoodRomantic,Junglee,0.8099999999999999
Desi Romance,"Arijit Singh, Suchi",BollywoodDance,Shaadi Ke Side Effects,0.9199999999999999
Do Hanson Ka Joda,Lata Mangeshkar,BollywoodSad,Gunga Jumna,0.8300000000000001
Taki Oh Taki,"Asha Bhosle, Kishore Kumar",BollywoodDance,Himmatwala,0.8300000000000001
Taki Oh Taki,"Asha Bhosle, Bappi Lahiri",BollywoodDance,Himmatwala,0.8300000000000001
Yeh Raaste Hai Pyaar Ke,"Jaspinder Narula, Shaan",BollywoodDance,Yeh Raaste Hain Pyaar Ke,0.8699999999999999
Pinjra Tod Ke,Sunidhi Chauhan,Bollywood,Simran,0.93
Mere Buddy,"Amitabh Bachchan, Armaan Malik",BollywoodDance,Bhoothnath,0.9199999999999999
Chugliyaan,"Javed Ali, Sahir Ali Bagga",BollywoodDance,Once Upon A Time In Mumbaai Dobara,0.9
Mohe Chedo Na,Lata Mangeshkar,BollywoodDance,Lamhe,0.9
Ishq Vishq Pyaar Vyaar,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Ishq Vishk,0.9099999999999999
Jeeye To Jeeye Kaise (Duet Version),"Anuradha Paudwal, Kumar Sanu, S.P. Balasubrahmanyam",BollywoodRomantic,Saajan,0.8800000000000001
O Mehbooba,Mukesh,BollywoodRomantic,Sangam,0.8699999999999999
Alcholic (Remix),Yo Yo Honey Singh,BollywoodDance,The Shaukeens,0.9400000000000001
Pehli Baar Mile Hain,S.P. Balasubrahmanyam,BollywoodDance,Saajan,0.9099999999999999
Main Hoon No 1 Gawaiya,"Kunal Ganjawala, Satyanarayan, Satyanarayan Mishra, Vinod Rathod",Bollywood,Saajan Chale Sasural,0.8800000000000001
Tu,"Papon, Shreya Ghoshal",BollywoodRomantic,Bobby Jasoos,0.95
Rab Ka Shukrana,Mohit Chauhan,BollywoodRomantic,Jannat 2,0.96
Ek But Banaoonga,Mohammed Rafi,BollywoodRomantic,Asli Naqli,0.89
Muskurane (Unplugged),"Jeet Gannguli, Mohammed Irfan",BollywoodRomantic,Citylights,0.96
Naina Milaike,"Madhushree, Sadhana Sargam",BollywoodDance,Saathiya,0.9400000000000001
Full Jhol,"Akasa Singh, Mika Singh",BollywoodDance,Jackpot,0.86
O Saathi Re,"Shreya Ghoshal, Vishal Bhardwaj",BollywoodDance,Omkara,0.93
Awara Hoon,Mukesh,BollywoodDance,Awaara,0.93
Tere Pyar Mein Dil Deewana,"Alka Yagnik, Udit Narayan",BollywoodRomantic,Coolie No. 1,0.86
Sunny Sunny (Remix),"Neha Kakkar, Yo Yo Honey Singh",BollywoodDance,Yaariyan,0.9199999999999999
In Panchion Ko Dekh Kar,"Baby Sneha, Kavita Krishnamurthy, Shaan",BollywoodDance,Koi Mil Gaya,0.9099999999999999
Lovely (Remix),"Fateh, Kanika Kapoor, Miraya Varma, Ravindra Upadhyay",BollywoodDance,Happy New Year,0.9099999999999999
Mere Mehboob Tujhe,Mohammed Rafi,BollywoodSad,Mere Mehboob,0.9099999999999999
Naam Mera Premkali,Kavita Krishnamurthy,BollywoodDance,Chaalbaaz,0.9099999999999999
Humka Peeni Hai Peeni,"Master Saleem, Shabab Sabri",BollywoodDance,Dabangg,0.9199999999999999
Humka Peeni Hai,"Master Saleem, Shabab Sabri, Wajid",BollywoodDance,Dabangg,0.9199999999999999
Bye Bye Miss Good Night,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Saajan Chale Sasural,0.8300000000000001
Bana Ke Kyon Bigada Re,Lata Mangeshkar,BollywoodSad,Zanjeer,0.8099999999999999
Mausam Hai Bada Qatil,Sonu Nigam,BollywoodDance,Chup Chup Ke,0.9099999999999999
Ram Narayan Baaja Bajaata,Udit Narayan,BollywoodDance,Saajan Chale Sasural,0.89
Ek Duje Ke Vaaste,"Hariharan, Lata Mangeshkar",BollywoodDance,Dil To Pagal Hai,0.9099999999999999
Yeh Joker,"Shweta Pandit, Sonu Nigam",BollywoodDance,Joker,0.93
Ae Mohabbat Zindabad,Mohammed Rafi,BollywoodSad,Mughal-E-Azam,0.9099999999999999
Daiyya Maiyya,"Rasika Chandrashekhar, Shankar Mahadevan, Udit Narayan",BollywoodDance,Kill Dil,0.96
Yaad Mein Teri,"Lata Mangeshkar, Mohammed Rafi",BollywoodSad,Mere Mehboob,0.89
Hum To Dil Chahen Tumhara,"Hema Sardesai, Kumar Sanu",BollywoodRomantic,Soldier,0.93
Tumsa Koi Pyaara,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Khuddar,0.9099999999999999
Diwani Tum Jawanon Ki,"Jolly Mukherjee, Mohammad Aziz, Sapna Mukherjee",BollywoodDance,Dayavan,0.77
Vadiya,Amit Trivedi,BollywoodDance,Udta Punjab,0.9199999999999999
Sukh Karta (Ganpati Aarti),Amit Mishra,BollywoodDevotional,Atithi Tum Kab Jaoge,0.9199999999999999
O Sathiya,"Alka Yagnik, Udit Narayan",BollywoodDance,Saaya,0.93
Chuee Muee,"Asha Bhosle, Mohammed Aziz",BollywoodRomantic,Himmat Aur Mehanat,0.8800000000000001
Flip Your Collar Back,Benny Dayal,BollywoodDance,Raja Natwarlal,0.95
In Kadmon Ke Neeche,"Alka Yagnik, Kumar Sanu",BollywoodDance,Kya Kehna,0.9099999999999999
Mahek Bhi,Shreya Ghoshal,BollywoodRomantic,Aiyyaa,0.96
Dance Basanti (Remix),"Anushka Manchanda, Vishal Dadlani",BollywoodDance,Ungli,0.9199999999999999
Do Dilon Ke,"Hariharan, Shreya Ghoshal",BollywoodPatrioticSad,Partition 1947,0.9400000000000001
Mere Angne Mein,Amitabh Bachchan,BollywoodDance,Laawaris,0.9199999999999999
Raat Ko Neend Aati Nahi,"Alka Yagnik, Amit Kumar",BollywoodRomantic,Judaai,0.89
Saiyyan,"Aaman Trikha, Swati Sharma",BollywoodRomantic,1:13:7 Ek Tera Saath,0.95
Mere Ghulam Tera,"Alka Yagnik, Udit Narayan",BollywoodDance,Laadla,0.9099999999999999
Sehra,Ankit Tiwari,BollywoodRomantic,Do Lafzon Ki Kahani,0.95
Sharma Ke Ye Kyon Sab Pardanashi,"Asha Bhosle, Shamshad Begum.",BollywoodDance,Chaudhvin Ka Chand,0.85
Pyar Ko Ho Jane Do,"Kumar Sanu, Lata Mangeshkar",BollywoodRomantic,Dushman,0.93
Dil Darbadar,Ankit Tiwari,BollywoodSad,PK,0.93
Rind Posh Maal,Shankar Mahadevan,BollywoodDance,Mission Kashmir,0.89
Main Hoon Deewana Tera,"Anjjan, Arijit Singh, Meet Bros",BollywoodDanceRomantic,Ek Paheli Leela,0.9
Kaun Hai Woh,"Alisha Chinai, Udit Narayan",BollywoodDance,Ishq Vishk,0.9400000000000001
Raju Chacha,"Francis Menezes, Jatin-Lalit, Sehar, Shaan, Shraddha Pandit, Shweta Pandit, Sneha Pant",BollywoodDance,Raju Chacha,0.9199999999999999
Ankhon Se Tune Yeh Kya,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Ghulam,0.89
Tik Tuk,"Daler Mehndi, Monali Thakur, Vishal Dadlani",BollywoodDance,Rascals,0.9400000000000001
Yunhi Kat Jaayega,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Hum Hai Rahi Pyaar Ke,0.9099999999999999
Ali Maula,Salim Merchant,BollywoodMotivational,Kurbaan,0.95
Yaara Yaara,"Alka Yagnik, Udit Narayan",BollywoodDance,Hum Tum,0.95
Kahin Se Aayi Rani – Kahin Se Aaya Raja,"Amit Kumar, Ishwari, Kavita Krishnamurthy, Shraddha Pandit, Shweta",BollywoodDance,Raju Chacha,0.9099999999999999
Khuda Nigheban Ho,Lata Mangeshkar,BollywoodSad,Mughal-E-Azam,0.9
Dhoop Ke Makaan Sa,"Hitesh Sonik, Shekhar Ravjiani",BollywoodRomantic,Break Up Ke Baad,0.96
Chheda Mera Dil Ne Tarana,Mohammed Rafi,BollywoodDance,Asli Naqli,0.9
Beliya,"Aditi Paul, Armaan Malik",BollywoodRomantic,Mehrunisa V Lub U,0.89
Mahi,"Harshdeep Kaur, Shabab Sabri",BollywoodSad,Irada,0.96
Aisa Deewana,Sonu Nigam,BollywoodRomantic,Dil Maange More,0.9199999999999999
Har Har Gange,Aaman Trikha,BollywoodDance,Bhoothnath Returns,0.9
Khambe Jaisi Khadi Hai,Udit Narayan,BollywoodDanceRomantic,Dil,0.9
Saawan Mein Lag Gayi Aag,Mika Singh,BollywoodDance,Woodstock Villa,0.8800000000000001
Dhoom Dhaam,"Ankit Tiwari, Palak Muchhal",BollywoodRomantic,Action Jackson,0.89
Aayi Re Aayi Re Khushi,Sunidhi Chauhan,BollywoodDance,Khushi,0.9199999999999999
Mera Jahan,"Adnan Sami, Ananya Wadkar, Auriel Cordo",BollywoodSad,Taare Zameen Par,0.96
Let It Be,Shaan,BollywoodDance,Desi Boyz,0.93
Dua,"Kailash Kher, Marianne D'cruz Aiman, Sukhwinder Sing",BollywoodDance,Kurbaan,0.9400000000000001
Badlapur,Multiple,BollywoodDance,Badlapur,0.9400000000000001
Jab Chaye Tera Jadoo,Kanika Kapoor,BollywoodDance,Main Aur Charles,0.9400000000000001
Gulon Mein Rang Bhare,Arijit Singh,BollywoodSad,Haider,0.95
Main Hi Main Hoon,Suresh Wadkar,BollywoodRomantic,Ram Teri Ganga Maili,0.75
Yaad Teri Yaad,"Abhijeet Sawant, Shreya Ghoshal",BollywoodDance,Jawani Diwani: A Youthful Joyride,0.9199999999999999
Shabe Firaq,"Himesh Reshammiya, Tulsi Kumar",BollywoodDance,Chup Chup Ke,0.9400000000000001
Andaz Mera Mastana,Lata Mangeshkar,BollywoodDance,Dil Apna Aur Preet Parai,0.8400000000000001
Pyaar Kar,"Kavita Krishnamurthy, Shaan, Udit Narayan",BollywoodDance,Single,0.89
Right Now (Remix),"Sunidhi Chauhan, Suzzane De Mello, Wajid",BollywoodDance,Housefull 2,0.85
Aao Na,Vishal Dadlani,BollywoodDance,Haider,0.97
Tere Pyar Mein Dildar,Lata Mangeshkar,BollywoodDance,Mere Mehboob,0.85
Hai Isi Men Pyar Ki Abroo,Lata Mangeshkar,BollywoodSad,Anpadh,0.89
Jhelum,Vishal Bhardwaj,BollywoodSad,Haider,0.96
Yaad Aayee,Adnan Sami,BollywoodRomantic,Muskaan,0.9
Yaari Yaari,Ram Sampath,Bollywood,Purani Jeans,0.97
Hai Jaana Hai Jaana,Sujatha Mohan,BollywoodDance,Pukar,0.71
F.U.N. Fun Funaa,Ali Zafar,BollywoodDance,Luv Ka The End,0.96
Muh Meetha Kara De,"Benny Dayal, Monali Thakur",BollywoodDance,Rabba Main Kya Karoon,0.9199999999999999
Mere Khwabon Ka,Udit Narayan,BollywoodRomantic,Jism,0.9400000000000001
Mera Karma Tu,"Manhar Udhas, Mohammed Aziz, Suresh Wadkar",BollywoodPatriotic,Karma,0.82
Jumme Kie Raat Hai (Remix),"Mika Singh, Palak Muchhal",BollywoodDance,Kick,0.8800000000000001
Poore Chand,Shail Hada,BollywoodRomantic,Goliyon Ki Rasleela Ram-leela,0.9400000000000001
Janeman Ek Nazar Dekh Le,"Asha Bhosle, Lata Mangeshkar",BollywoodDance,Mere Mehboob,0.8300000000000001
O Maa Tujhe Salaam,Jagjit Singh,BollywoodDevotional,Khal Nayak,0.89
Holi Aayi Re,"Kishore Kumar, Lata Mangeshkar, Mahendra Kapoor",BollywoodDance,Mashaal,0.8400000000000001
Aaja Mahiya,"Alka Yagnik, Udit Narayan",BollywoodDance,Yaadein,0.93
O Haseena Zulfonwale Jane Jahan,"Asha Bhosle, Mohammed Rafi",BollywoodDance,Teesri Manzil,0.9199999999999999
Mora Gora Ang Laile,Lata Mangeshkar,BollywoodRomantic,Bandini,0.9400000000000001
Rangreza,"Abhijeet Sawant, Pragya Patra",BollywoodRomantic,Rangreza,0.86
Sunny Sunny (Remix),"Neha Kakkar, Yo Yo Honey Singh",BollywoodDance,Yaariyan,0.8800000000000001
Koshampa,"Aaman Trikha, Anweshaa, Sanchita Bhattacharya",BollywoodDance,Kaanchi,0.6900000000000001
Sweety,"Aishwarya Nigam, Monali Thakur",BollywoodDance,Bobby Jasoos,0.86
Sheher Mein,"Karthik, Mohit Chuahaan",BollywoodDance,Rockstar,0.93
Mujhpe Har Haseena,"Alisha Chinai, Kumar Sanu, Sonu Nigam",BollywoodDance,Ishq Vishk,0.9199999999999999
Mitra,"Amitabh Bhattacharya, Salim Merchant",BollywoodSad,Band Baaja Baaraat,0.95
Insaaf Ki Dagar Pe Bachchon Dikhaao Chal Ke,Hemant Kumar,BollywoodMotivational,Gunga Jumna,0.89
Tu Hi Tu,Ayushman Khurana,BollywoodRomance,Nautanki Saala,0.9400000000000001
No. 1 Punjabi,"Jaspinder Narula, Sonu Nigam",BollywoodDance,Chori Chori Chupke Chupke,0.9
Jeeley Yeh Lamhe,"Amit Mishra, Anupam Amod",BollywoodDance,Days Of Tafree,0.9099999999999999
Aaur Main Khush Hoon,Ash King,BollywoodDance,Kahaani 2,0.9199999999999999
Alvida,Mohammed Irfan,BollywoodRomantic,Luv Shv Pyar Vyar,0.93
Bachalo Bachalo,"Alka Yagnik, Sonu Nigam",BollywoodDance,Khullam Khulla Pyaar Karen,0.82
Tujhpe Fida,"Shraddha Pandit, Sulaiman Merchant",BollywoodDance,Heroine,0.97
Kya Mil Gaya Hay Kya Kho Gaya,"Lata Mangeshkar, Mohammed Rafi",BollywoodDance,Sasural,0.86
Chittiyaan Kalaiyaan (Remix),"Kanika Kapoor, Meet Bros",BollywoodDance,Roy,0.8300000000000001
Bumbro Bumbro,"Jaspinder Narula, Shankar Mahadevan, Sunidhi Chauhan",BollywoodDance,Mission Kashmir,0.89
Khul Kabhi Toh,Arijit Singh,BollywoodRomantic,Haider,0.95
Pankhon Ko,Salim Merchant,BollywoodSad,Rocket Singh,0.96
Miliyo Re,"Monali Thakur, Rochak Kohli",BollywoodSad,Monsoon Shootout,0.9099999999999999
Maula Sun Le Re,Papon,BollywoodSad,Madras Cafe,0.96
Sweeta,Adnan Sami,BollywoodDance,Kill Dil,0.9400000000000001
Hona Hai Kya,Ram Sampath,BollywoodDance,Talaash,0.93
Ram Kare Aisa Ho Jaye,Mukesh,BollywoodRomantic,Milan,0.8800000000000001
Catch Me If U Can,Amaal Mallik,BollywoodDance,Force 2,0.9099999999999999
Kabhi Tu Chalia Lagta Hai,"Lata Mangeshkar, S.P. Balasubrahmanyam",BollywoodDance,Patthar Ke Phool,0.9099999999999999
Lakhon Tare Aasman Per,"Lata Mangeshkar, Mukesh",BollywoodSad,Hariyali Aur Rasta,0.89
Farrata,"Adityan, Armaan Malik",BollywoodDance,Tumhari Sulu,0.63
Ye Mera Dil Pagal Hai,"Asha Bhosle, S.P. Balasubrahmanyam",BollywoodDance,Gardish,0.9199999999999999
Tune Maari Entriyaan (Remix),"Bappi Lahiri, KK, Neeti Mohan, Vishal Dadlani",BollywoodDance,Gunday,0.8699999999999999
Dushman Dil Ka Jo,Kavita Krishnamurthy,BollywoodDance,Roop Ki Rani Choron Ka Raja,0.8800000000000001
Deewane Hai Deewanon Ko,"Lata Mangeshkar, Mohammed Rafi",BollywoodDance,Zanjeer,0.8699999999999999
Good Morning India,Sonu Nigam,BollywoodDance,Khushi,0.9099999999999999
Aap Aye To Khayal,Mahendra Kapoor,BollywoodRomantic,Gumrah,0.9199999999999999
Holi Khelein,"Anmol Malik, Shreya Ghoshal",BollywoodDance,Begum Jaan,0.93
Kar Doon Kamaal,"Sukhwinder Singh, Sunidhi Chauhan",BollywoodDance,Mujhse Shaadi Karogi,0.9
Bekas Pe Karam Kijiye,Lata Mangeshkar,BollywoodSad,Mughal-E-Azam,0.9099999999999999
Haath Chhute Bhi,Jagjit Singh,BollywoodSad,Pinjar,0.93
Yaadan Teriyan,Himesh Reshammiya,BollywoodSad,Dil Diya Hai,0.95
Is Shaane Karam Ka – Qawali,Nusrat Fateh Ali Khan,BollywoodDevotional,Kachche Dhaage,0.8699999999999999
Zulf Ki Chhaon Mein,"Asha Bhosle, Mohammed Rafi",BollywoodRomantic,Phir Wohi Dil Laya Hoon,0.8800000000000001
Jhoom Barabar Jhoom,"Aaman Trikha, Pawni Pandey, Shabab Sabri, Vineet Singh",BollywoodDance,Policegiri,0.86
Chhil Gaye Naina,"Dipanshu Pandit, Kanika Kapoor",BollywoodSad,NH 10,0.95
Jab Tum (Female),Shreya Ghoshal,BollywoodRomantic,Shaadi Abhi Baaki Hai,0.8300000000000001
Tandav,Unknown,BollywoodDance,Chaalbaaz,0.93
Tu Mujhe Suna,"Nitin Mukesh, Suresh Wadkar",BollywoodRomantic,Chandni,0.8800000000000001
Kabhi Khushboo,K.K.,BollywoodSad,Saaya,0.95
Matari Kotmari Tumba,Atul Kale,BollywoodDance,Jis Desh Mein Ganga Rehta Hai,0.8300000000000001
Haule Haule (Remix),"Hard Kaur, Sukhwinder Singh",BollywoodDance,Rab Ne Bana Di Jodi,0.95
Horn OK Please,"Anushka Manchanda, Sukhwinder Singh, Yo Yo Honey Singh",BollywoodDance,Dedh Ishqiya,0.85
Raah Mein Un Se,"Alka Yagnik, Kumar Sanu",BollywoodDanceRomantic,Vijaypath,0.86
Nazar Bachakar Chale Gaye Woh,Mohammed Rafi,BollywoodRomantic,Dil Tera Deewana,0.9099999999999999
Gudiya Rani,Lata Mangeshkar,BollywoodDance,Lamhe,0.77
Saara Saara Din Tum Kaam Karoge,Kavita Krishnamurthy,BollywoodRomantic,Nigahen,0.78
Maine Pyar Kiya,"Lata Mangeshkar, S.P. Balasubrahmanyam",BollywoodDance,Maine Pyar Kiya,0.8699999999999999
Haila Haila,"Alka Yagnik, Udit Narayan",BollywoodDance,Koi Mil Gaya,0.89
Dil Ye Ladaku,Monali Thakur,BollywoodRomantic,Saala Khadoos,0.95
Pyaar Se Pyaar,Abhijeet,BollywoodDance,Raaz,0.9199999999999999
Gunja Re Chandan,"Hemlata, Suresh Wadkar",BollywoodRomantic,Nadiya Ke Paar,0.78
Ek Garam Chai Ki Pyali,Anu Malik,BollywoodDance,Har Dil Jo Pyar Karega,0.9
Noor E Khuda,"Adnan Sami, Shankar Ehsaan Loy, Shankar Mahadevan, Shreya Ghoshal",BollywoodMotivational,My Name is Khan,0.96
Saadi Galli Aaja (Remix),Ayushman Khurana,BollywoodDance,Nautanki Saala,0.9400000000000001
Tera Saath Ho,Falak Shabir,BollywoodRomantic,7 Welcome To London,0.95
Odhli Chunariya Tere Naam Ki,"Alka Yagnik, Kumar Sanu",BollywoodDance,Pyaar Kiya To Darna Kya,0.85
Lakh Chhupao Chhup Na Sakega,Lata Mangeshkar,BollywoodDance,Asli Naqli,0.8800000000000001
Parinda,Pardeep Sran,Bollywood,Jab Harry Met Sejal,0.96
Naraaz Savera Hai,Kumar Sanu,BollywoodSad,Sangharsh,0.9199999999999999
Tumse Pyar Ho Gaya,"Mili Nair, Neeti Mohan",BollywoodDance,Shaadi Ke Side Effects,0.93
Jaane Ye Kya Hua,KK,BollywoodRomantic,Karthik Calling Karthik,0.97
Yeh Haseen Vadiyan Yeh Khula Aasman,"K. S. Chithra, S. P. Balasubramanyam",BollywoodRomantic,Roja,0.9099999999999999
Yaariyan Mashup,Multiple,BollywoodDance,Yaariyan,0.9
Main Hoon Roop Ki Rani,Kavita Krishnamurthy,BollywoodDance,Roop Ki Rani Choron Ka Raja,0.8800000000000001
Prem Jogan Ban Ke,Ustad Bade Ghulam Ali,BollywoodSad,Mughal-E-Azam,0.9400000000000001
Baap Ki Kasam,"Asha Bhosle, Kishore Kumar",BollywoodDance,Mawaali,0.86
Dil Jaane Jigar Tujhpe Nisar Kiya Hai,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Saajan Chale Sasural,0.85
Ye Awaaz Hai,Monali Thakur,BollywoodSad,Indu Sarkar,0.9199999999999999
Jawani Ki Rail Kahin Choot Na Jaye,"Anuradha, Shabbir Kumar",BollywoodDance,Coolie,0.8
Kuch To Baaki Hai,Himesh Reshammiya,BollywoodSad,Milenge Milenge,0.95
Main Pyar Ka Rahi Hoon,"Asha Bhosle, Mohammed Rafi",BollywoodRomantic,Ek Musafir Ek Hasina,0.9099999999999999
Kay Sera Sera,"Kavita Krishnamurthy, Shankar Mahadevan",BollywoodDance,Pukar,0.9400000000000001
Leke Pahla Pahla Pyar,"Asha Bhosle, Mohammed Rafi, Shamshad Begum.",BollywoodDance,C.I.D,0.9
Jiya Dhadak Dhadak Jaye,Rahat Fateh Ali Khan,BollywoodRomantic,Kalyug,0.9199999999999999
Ek Tha Tiger Mashup,Multiple,BollywoodDance,Ek Tha Tiger,0.9400000000000001
Gore Mukhde Pe Zulfa Di Chaava,"Aaman Trikha, Shabab Sabri, Shreya Ghoshal",BollywoodDance,Special 26,0.8800000000000001
Ae Ishq Yeh Sab Duniyawale,Lata Mangeshkar,BollywoodRomantic,Mughal-E-Azam,0.89
Kaun Main Haan Tum,"Alka Yagnik, Udit Narayan",BollywoodDance,Ajnabee,0.9099999999999999
Shikayat Hai,Roop Kumar Rathod,BollywoodSad,Jism,0.93
Hai Hai Mirchi,"Alka Yagnik, Sukhwinder Singh",BollywoodDance,Biwi No.1,0.9
Ruk Ja O Janewali Ruk Ja,Mukesh,BollywoodDance,Kanhaiya,0.89
Majboor Tu Bhi Kahin,Amit Mishra,BollywoodSad,1920 - Evil Returns,0.89
Soniye Mil Ja,"Sukhwinder Singh, Sunidhi Chauhan",Bollywood,Aaja Nachle,0.96
Aao Milo Chalo,"Shaan, Ustad Sultan Khan",BollywoodDance,Jab We Met,0.97
Happy Ending,"Abhijeet Sawant, Debojit Saha, Harshit Saxena",BollywoodDance,Tees Maar Khan,0.93
O Jogi Jab Se Tu Aaya Mere Dwar,Lata Mangeshkar,BollywoodDance,Bandini,0.9
Meri Qismat Men Tu Nahin Shayad,"Lata Mangeshkar, Suresh Wadkar",BollywoodSad,Prem Rog,0.8
Chanchal Mann Ati Random,Divya Kumar,BollywoodDance,Shuddh Desi Romance,0.85
Purza,Arijit Singh,BollywoodDance,Akira,0.9
Ab Mujhko Jeena,Zubeen Garg,BollywoodDance,Aashayein,0.96
Chaar Botal Vodka (Remix),Unknown,BollywoodDance,Ragini MMS 2,0.93
Dheemi Dheemi,Hariharan,BollywoodRomantic,1947: Earth,0.9400000000000001
Dil Me Kayi Armaan,Aaman Trikha,BollywoodSad,Yeh Hai Judgement Hanged Till Death,0.95
Aahista Aahista,"Lucky Ali, Shreya Ghoshal",BollywoodRomantic,Bachna Ae Haseeno,0.9099999999999999
Sooraj Dooba Hai Yaron (Remix),"Aditi Singh Sharma, Arijit Singh",BollywoodDance,Roy,0.9400000000000001
O Aasman Wale,Sonu Nigam,BollywoodSad,Aaja Meri Jaan,0.85
Bawla Sa Sapna,"Chorus, Diva",BollywoodDance,Shaadi Ke Side Effects,0.9199999999999999
Bheegh Loon (Male),Ankit Tiwari,BollywoodRomantic,Khamoshiyan,0.9400000000000001
The Mutton Song,Krishna Beura,BollywoodDance,Love Ka The End,0.9099999999999999
O Basanti Pavan,Unknown,BollywoodDance,Jis Desh Mein Ganga Behti Hai,0.8699999999999999
Yeh Umar Hai Kya,"Asha Bhosle, Manna Dey",BollywoodDance,Professor,0.9099999999999999
Mein Sharabi (Remix),Yo Yo Honey Singh,BollywoodDance,Cocktail,0.9400000000000001
Poore Se Zara Sa Kam Hain,Rashid Khan,BollywoodSad,Mausam,0.9400000000000001
Brothers Mashup,Multiple,BollywoodDance,Brothers,0.9400000000000001
Mili Khaak Mein Mohabbat,Mohammed Rafi,BollywoodSad,Chaudhvin Ka Chand,0.9
Laila Majnu,"Javed Ali, Monali Thakur",BollywoodDance,Awesome Mausam,0.8800000000000001
Dekho Dekho Dil Ye Bole,"Adnan Sami, Shaan",BollywoodDance,Dhamaal,0.9199999999999999
Na Main Dhan Chahun,"Geeta Dutt, Sudha Malhotra",BollywoodSad,Kala Bazar,0.9199999999999999
Anandoloke,Clinton Cerejo,BollywoodDance,Kahaani 2,0.96
Kahan Chal Diye Idhar To Aao,Mohammed Rafi,BollywoodRomantic,Jhuk Gaya Aasman,0.9099999999999999
Aaya Aaya Toofan,Kishore Kumar,BollywoodDance,Toofan,0.8400000000000001
Monta Re,Amit Trivedi,BollywoodSad,Lootera,0.97
Mere Mehboob Mein Kya Nahin,"Asha Bhosle, Lata Mangeshkar",BollywoodDance,Mere Mehboob,0.86
Kal Ki Daulat Aaj Ki Khushian,Mohammed Rafi,BollywoodDance,Asli Naqli,0.9099999999999999
Saiyan Se Chhup Ke,"Anuradha Paudwal, Udit Narayan",BollywoodDance,Beta,0.6900000000000001
Sau Saal Pehle,"Lata Mangeshkar, Mohammed Rafi",BollywoodRomantic,Jab Pyar Kisi Se Hota Hai,0.9099999999999999
G Phaad Ke (Remix),"Divya Kumar, Shefali Alvarez",BollywoodDance,Happy Ending,0.9400000000000001
Mere Maula,"Kailash Kher, Richa Sharma",BollywoodSad,Khakee,0.95
Sajna Ve,Rahat Fateh Ali Khan,BollywoodSad,Life is Beautiful,0.9400000000000001
Mirzya,"Akhtar Chanal Zahri, Daler Mehndi, Nooran Sisters, Sain Zahoor",BollywoodMotivational,Mirzya - Dare To Love,0.9
Sheesha-E-Dil Itna Na Uchhalo,Lata Mangeshkar,BollywoodDance,Dil Apna Aur Preet Parai,0.9
Tanu Weds Manu Returns (Mashup),Various,BollywoodDance,Tanu Weds Manu Returns,0.9
Party All Night,Yo Yo Honey Singh,BollywoodDance,Boss,0.85
Party All Night (Remix),Yo Yo Honey Singh,BollywoodDance,Boss,0.85
Jai Govinda Jai Gopala,Neeraj Shridhar,BollywoodDance,Bullett Raja,0.93
Tera Hi Karam,Pankaj Awasthi,BollywoodSad,Karam,0.93
Rang Birangi Rakhee Lekar,Lata Mangeshkar,BollywoodDance,Anpadh,0.8800000000000001
Woh Chand Jaisi Ladki,Udit Narayan,BollywoodRomantic,Devdas,0.9400000000000001
Dooriyan Hain Zaroori Bhi Hai,"Monica Dogra, Vishal Dadlani",BollywoodDance,Break Up Ke Baad,0.96
Main Hoon Prem Rogi,Suresh Wadkar,BollywoodDance,Prem Rog,0.77
Jag Ja,Suresh Wadkar,BollywoodRomantic,Omkara,0.9099999999999999
Tumhi Se,"Shreya Ghoshal, Vijay Yesudas",BollywoodRomantic,Chup Chup Ke,0.96
Main Kya Karoon Ram,Lata Mangeshkar,BollywoodDance,Sangam,0.86
Na Jane Kahan Tum The,"Manna Dey, Suman Kalyanpur",BollywoodRomantic,Zindagi Aur Khwab,0.9199999999999999
Meherbani (Remix),Jubin Nautiyal,BollywoodDance,The Shaukeens,0.96
